S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
1778,09/11/2022 02:40:13,OEQ10,R_31AT0r6eLaVoRnm,What one messagewould you like to share regarding your experience?,Otimo. Continuem assim.,Excellent. Keep it up.,,,,0,0,0,0,0,0,0,0,0
1779,09/11/2022 02:40:14,OEQ10,R_2pY12WelPMHOEi0,What one messagewould you like to share regarding your experience?,Overall smooth transaction,Overall smooth transaction,,,,0,0,0,0,0,0,0,0,0
1780,09/11/2022 02:40:14,OEQ10,R_21yVavfwnAt3rj4,What one messagewould you like to share regarding your experience?,???,all good,,,,0,0,0,0,0,0,0,0,0
1781,09/11/2022 02:40:14,OEQ10,R_wWW0G5FD50pBywh,What one messagewould you like to share regarding your experience?,good support from Agilent employee.,good support from Agilent employee.,,,,0,0,0,0,0,0,0,0,0
1782,09/11/2022 02:40:14,OEQ10,R_28G4rODiEjOIBYq,What one messagewould you like to share regarding your experience?,"it was awesome, all information are avaialble at single click,","it was awesome, all information are available at single click,",,,,0,0,0,0,0,0,0,0,0
1783,09/11/2022 02:40:14,OEQ10,R_2CVeMwU2GarGdSq,One Message to Share Regarding Experience,Curtis Bookwalter does a great job assisting me any time I need anything.,Curtis Bookwalter does a great job assisting me any time I need anything.,,,,0,0,0,0,0,0,0,0,0
1784,09/11/2022 02:40:14,OEQ10,R_VKF2V7R9hYfccXT,One Message to Share Regarding Experience,good communication via email,good communication via email,,,,0,0,0,0,0,0,0,0,0
1785,09/11/2022 02:40:14,OEQ10,R_26kAFu8uyuQ0MUS,One Message to Share Regarding Experience,??????,Out of stock in some cases,,,,0,0,0,0,0,0,0,0,0
1786,09/11/2022 02:40:14,OEQ10,R_OJu68QrfTJotd0l,One Message to Share Regarding Experience,"gewünschtes Ersatzteil nicht einzeln bestellbar, ca. 30% Mehrkosten für Teile, die ich nicht benötige","The desired spare part cannot be ordered individually, approx. 30% additional costs for parts that I do not need",,,,0,0,0,0,0,0,0,0,0
1787,09/11/2022 02:40:14,OEQ10,R_1FCDZgfKtHqyGvC,One Message to Share Regarding Experience,More time could have been spent understanding the needs of the business and explaining how Agilent could meet those needs.,More time could have been spent understanding the needs of the business and explaining how Agilent could meet those needs.,,,,0,0,0,0,0,0,0,0,0
1788,09/11/2022 02:40:14,OEQ10,R_1KvgEBXr1dhrBGr,One Message to Share Regarding Experience,"We wanted to order Agilent ICP-OES but our European counterpart ordered PerkinElmer ICP and FTIR and got a big discount.  So they wanted us to order the same.  Ann Gordon, Agilent sales person whom I worked with helped me with quote and answered all my questions.","We wanted to order Agilent ICP-OES but our European counterpart ordered PerkinElmer ICP and FTIR and got a big discount.  So they wanted us to order the same.  Ann Gordon, Agilent sales person whom I worked with helped me with quote and answered all my questions.",,,,0,0,0,0,0,0,0,0,0
1789,09/11/2022 02:40:14,OEQ10,R_3e2GnLlgzoB5qvU,One Message to Share Regarding Experience,Tråkigt att det tar så lång tid från att man först kontaktar er angående en service tills man ens får ett datum. Vet inte hur många gånger jag mailat er och ändå inte fått besked. Och tidigare erfarenheter är också att den tiden ni säger ni ska komma alltid ändras! Inte ok när man jobbar mot företag som har ackrediterad verksamhet.,It's sad that it takes so long from the first time you are contacted about a service until you even get a date. I don't know how many times I've emailed you and still haven't heard back. And past experience is also that the time you say you will come always changes! Not ok when you work against companies that have accredited operations.,,,,0,0,0,0,0,0,0,0,0
1790,09/11/2022 02:40:14,OEQ10,R_T6PNooMdD3dBJ5f,One Message to Share Regarding Experience,Overall good,Overall good,,,,0,0,0,0,0,0,0,0,0
1791,09/11/2022 02:40:14,OEQ10,R_3hAB2jaiC0vD0W8,One Message to Share Regarding Experience,No,No,,,,0,0,0,0,0,0,0,0,0
1792,11/10/2022 21:36:11,OEQ10,R_5sQYpr0VpSChLgd,What one messagewould you like to share regarding your experience?,Instrument features should be easy to find - but they are not.,Instrument features should be easy to find - but they are not.,,,,0,0,0,0,0,0,0,0,0
1793,11/10/2022 21:36:11,OEQ10,R_3NDGdaLxzELopX0,What one messagewould you like to share regarding your experience?,??????????,The web images can be slightly modified,,,,0,0,0,0,0,0,0,0,0
1794,11/10/2022 21:36:11,OEQ10,R_2YJvmNinIJGzjGK,What one messagewould you like to share regarding your experience?,???? ??? ???? ?? ??? ????? ?????,It's inconvenient to have to give an estimate without telling me the actual price.,,,,0,0,0,0,0,0,0,0,0
1795,11/10/2022 21:36:11,OEQ10,R_4YFB1AONSQkbEit,What one messagewould you like to share regarding your experience?,antibody spec sheets should have more information and include reference to publications,antibody spec sheets should have more information and include reference to publications,,,,0,0,0,0,0,0,0,0,0
1796,11/10/2022 21:36:11,OEQ10,R_6kV8CkHb19zG8N3,What one messagewould you like to share regarding your experience?,The technical rep with whom I spoke on the phone was incredibly helpful and easy to talk to!,The technical rep with whom I spoke on the phone was incredibly helpful and easy to talk to!,,,,0,0,0,0,0,0,0,0,0
1797,11/10/2022 21:36:11,OEQ10,R_W6WgRC2aKBujU65,What one messagewould you like to share regarding your experience?,It contains good information and easy to search.,It contains good information and easy to search.,,,,0,0,0,0,0,0,0,0,0
1798,11/10/2022 21:36:11,OEQ10,R_1qXjHXTUhL34S0t,What one messagewould you like to share regarding your experience?,Agilent is a trusted research Company. Consistent and great for 22 yrs that I have been using them.,Agilent is a trusted research Company. Consistent and great for 22 yrs that I have been using them.,,,,0,0,0,0,0,0,0,0,0
1799,11/10/2022 21:36:11,OEQ10,R_2ckiRl1tqQDf57i,What one messagewould you like to share regarding your experience?,It helped me to go trough the order procedure with an Agilent representative.,It helped me to go through the order procedure with an Agilent representative.,,,,0,0,0,0,0,0,0,0,0
1800,11/10/2022 21:36:11,OEQ10,R_3lGDaUJ6lwyJI82,What one messagewould you like to share regarding your experience?,lovely,lovely,,,,0,0,0,0,0,0,0,0,0
1801,02/10/2022 03:54:43,OEQ10,R_3iVI0eYsNz9kmEF,,What a great idea to start Agilent community - extremely helpful.,What a great idea to start Agilent community - extremely helpful.,,,,0,0,0,0,0,0,0,0,0
1802,02/10/2022 03:54:43,OEQ10,R_cXPuMGRkjZ8vsSR,,"Good experience, very friendly.","Good experience, very friendly.",,,,0,0,0,0,0,0,0,0,0
1803,02/10/2022 21:35:03,OEQ10,R_1f9tN1H7ES3vqgk,One Message to Share Regarding Experience,Laura Bishop is brilliant,Laura Bishop is brilliant,,,,0,0,0,0,0,0,0,0,0
1804,02/10/2022 21:35:03,OEQ10,R_2aFxgN4JpNJpyyG,One Message to Share Regarding Experience,"Excelente atendimento! Seguramente, indicarei para ostros pesquisadores parceiros.",Excellent service! I will certainly recommend partner researchers to other researchers.,,,,0,0,0,0,0,0,0,0,0
1805,02/10/2022 21:35:03,OEQ10,R_2Eo7YMUowMqTO1s,One Message to Share Regarding Experience,"Scott's response to my needs was very responsive, I really appreciate that.","Scott's response to my needs was very responsive, I really appreciate that.",,,,0,0,0,0,0,0,0,0,0
1806,02/10/2022 21:35:03,OEQ10,R_1Qmf6CKazIr2kbn,One Message to Share Regarding Experience,Thank you for the excellent support!,Thank you for the excellent support!,,,,0,0,0,0,0,0,0,0,0
1807,02/10/2022 21:35:03,OEQ10,R_2z8fsgPUdVnkFuW,One Message to Share Regarding Experience,Item needed urgently. Order was processed promptly and good tracking information sent. Item was delivered when expected.,Item needed urgently. Order was processed promptly and good tracking information sent. Item was delivered when expected.,,,,0,0,0,0,0,0,0,0,0
1808,02/11/2022 07:32:38,OEQ10,R_30c2X7F5RTinVl1,What one messagewould you like to share regarding your experience?,continue to add videos on product maintenance,continue to add videos on product maintenance,,,,0,0,0,0,0,0,0,0,0
1809,03/10/2022 21:35:06,OEQ10,R_3nPqOz3tE3Esajs,One Message to Share Regarding Experience,Technical discussion held with sales team was satisfactory and expecting the same to continue after installation of the instrument also.,Technical discussion held with sales team was satisfactory and expecting the same to continue after installation of the instrument also.,,,,0,0,0,0,0,0,0,0,0
1810,03/10/2022 21:35:06,OEQ10,R_1MYvwdV91WfU1ES,One Message to Share Regarding Experience,Better coordination with the CS and shipping team,Better coordination with the CS and shipping team,,,,0,0,0,0,0,0,0,0,0
1811,02/10/2022 03:56:36,OEQ11,R_1Fs7zyWlN8h8NNC,One Message to Share Regarding Experience,????? ???? ??,Overall service is good,,,,0,0,0,0,0,0,0,0,0
1812,02/10/2022 03:56:36,OEQ11,R_2SqUOaOxA3mUPXU,One Message to Share Regarding Experience,????????????????????????????????????????????????????????????????????,"I didn't understand the explanation. I would be able to follow this if it were an operation that I often do, but that's not the case. I didn't think the explanation was easy for someone to understand.",,,,0,0,0,0,0,0,0,0,0
1813,02/10/2022 03:56:36,OEQ11,R_1JLOTZAL1N88qGm,One Message to Share Regarding Experience,????????????????????????????????????,Thank you for your accurate advice. After that it's working fine.,,,,0,0,0,0,0,0,0,0,0
1814,02/10/2022 03:56:36,OEQ11,R_3Engi73t7ee2TGh,One Message to Share Regarding Experience,"Tenemos contrato de srevicio por mantenimientos preventivos y correctivos n y me cuestionaron el costo de reaparacion, ya que estamos bajo contrato","We have a service contract for preventive and corrective maintenance and they questioned me about the cost of repair, since we are under contract.",,,,0,0,0,0,0,0,0,0,0
1815,02/10/2022 03:56:36,OEQ11,R_3G8m5A0J5A5BJD0,One Message to Share Regarding Experience,?????????????????????,The questionnaire is a bit troublesome. sorry.,,,,0,0,0,0,0,0,0,0,0
1816,02/10/2022 03:56:36,OEQ11,R_1IjcRdVBp4wy9Wl,One Message to Share Regarding Experience,????????????????????????????????????????????????????????????,"This time, I inquired about a problem with the equipment, and the advice I received was very helpful. thank you very much.",,,,0,0,0,0,0,0,0,0,0
1817,02/10/2022 03:56:36,OEQ11,R_2OJgZBUnA9Zt6tE,One Message to Share Regarding Experience,??? ???? ??? ????? ?? ??? ??? ?????? ?????,Thank you for diagnosing the problem with accurate judgment and resolving it quickly.,,,,0,0,0,0,0,0,0,0,0
1818,02/10/2022 03:56:36,OEQ11,R_3r1ic8SSQFoTsmy,One Message to Share Regarding Experience,???????????????????????????????????????????,"Some problems still require engineers to go to the site and dismantle the machine to determine the cause. For example, this time a small piece of the motherboard was burned and we won’t know until we disassemble the machine.",,,,0,0,0,0,0,0,0,0,0
1819,02/10/2022 03:56:36,OEQ11,R_W0NCD2vUUWRI4jn,One Message to Share Regarding Experience,The onsite service was very good as the service engineer taught much more that could help us in future also.,The onsite service was very good as the service engineer taught much more that could help us in future also.,,,,0,0,0,0,0,0,0,0,0
1820,02/10/2022 03:56:36,OEQ11,R_O82xWYvToQVwWNr,One Message to Share Regarding Experience,???????????????????????????????????????????????????????????1???(????????????????)????????????????????????????,"We are grateful to the person in charge who finally resolved the issue, but it took about a year (although there were intermittent glitches) to get to the root cause of this issue. This is a survey response based on my impression that it has become a problem.",,,,0,0,0,0,0,0,0,0,0
1821,02/10/2022 03:56:36,OEQ11,R_2X6a9pFxXvUEu6i,One Message to Share Regarding Experience,??????? ?? ???? ?? ?????.,The engineer was very kind and helpful.,,,,0,0,0,0,0,0,0,0,0
1822,02/10/2022 03:56:36,OEQ11,R_1lt0M6Lc0R8wxZW,One Message to Share Regarding Experience,????????????????????????????????????????????????????????,I think there is room for improvement in telephone support. I am satisfied with the service provided by the person who actually came to the site.,,,,0,0,0,0,0,0,0,0,0
1823,02/10/2022 03:56:36,OEQ11,R_1CpDb1zoylzALJS,One Message to Share Regarding Experience,????????????????????,Thank you for your quick response.,,,,0,0,0,0,0,0,0,0,0
1824,02/10/2022 03:56:36,OEQ11,R_p6mCmHR59k4qa2t,One Message to Share Regarding Experience,?? ??? ?? ??? ????? ?? ???? ??? ????.,I was very satisfied with the service with quick contact and quick and accurate information delivery.,,,,0,0,0,0,0,0,0,0,0
1825,02/10/2022 03:56:36,OEQ11,R_3imRwqnrsmw20IJ,One Message to Share Regarding Experience,Sujet détecteur waters non maîtrisé,Waters detector subject not controlled,,,,0,0,0,0,0,0,0,0,0
